Calendar Year,Year Built,Number of Buildings,Occupancy,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Natural Gas - Weather Normalized Site Natural Gas Intensity (therms/ft²),Green Power - Offsite (kWh),Green Power - Onsite and Offsite (kWh),Percent of Electricity that is Green Power,Multifamily Housing - Percent That Can Be Cooled,Multifamily Housing - Percent That Can Be Heated,"Multifamily Housing - Total Number of Residential Living Units Density (Number per 1,000 sq ft)","Multifamily Housing - Number of Residential Living Units in a High-Rise Building Density (Number per 1,000 sq ft)",Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building (5-9 Stories),"Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building Density (Number per 1,000 sq ft)",Water Use (All Water Sources) (kgal),Indoor Water Use (All Water Sources) (kgal),Number of Active Energy Meters - Total,Number of Active Energy Meters - Used to Compute Metrics,Number of Active Energy Meters - Not Used to Compute Metrics,Number of Active IT Meters,Aggregate Meter(s)-Electric – Number of Individual Meters Included,Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Latitude,Longitude,Community Board,Census Tract (2020),log_Largest Property Use Type - Gross Floor Area (ft²),log_Number of Buildings,log_National Median ENERGY STAR Score,log_Natural Gas Use (kBtu),log_Number of Active Energy Meters - Total,log_Number of Active Energy Meters - Used to Compute Metrics,log_Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,log_Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Borough_STATEN IS,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_Bar/Nightclub,Largest Property Use Type_Bowling Alley,Largest Property Use Type_College/University,Largest Property Use Type_Convention Center,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Fast Food Restaurant,Largest Property Use Type_Financial Office,Largest Property Use Type_Fire Station,Largest Property Use Type_Fitness Center/Health Club/Gym,Largest Property Use Type_Food Sales,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_Ice/Curling Rink,Largest Property Use Type_Indoor Arena,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Lifestyle Center,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Restaurant/Bar,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Other - Utility,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,"Largest Property Use Type_Personal Services (Health/Beauty, Dry Cleaning, etc.)",Largest Property Use Type_Police Station,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Prison/Incarceration,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Living Community,Largest Property Use Type_Single-Family Home,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Stadium (Open),Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Transportation Terminal/Station,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Vehicle Dealership,Largest Property Use Type_Vehicle Repair Services,Largest Property Use Type_Veterinary Office,Largest Property Use Type_Vocational School,Largest Property Use Type_Wastewater Treatment Plant,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Largest Property Use Type_Zoo
2022,1924,1.0,100,50.0,136.2,109.0,3.8,1.3,0.0,0.0,0.0,0.0,90.0,1.1828,0.0,55.0,1.1828,5255.8,5255.8,10.0,10.0,0.0,0.0,,,,40.849341,-73.913428,205.0,217.0,10.747207591575448,0.0,3.912023005428146,15.559444467642237,2.302585092994046,2.302585092994046,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1991,1.0,100,50.0,58.6,45.8,4.5,0.5,0.0,0.0,0.0,100.0,100.0,0.58824,0.0,0.0,0.0,,,9.0,5.0,4.0,0.0,0.0,0.0,0.0,40.674384,-73.983053,306.0,133.0,10.4341158035983,0.0,3.912023005428146,14.200840983652057,2.1972245773362196,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1910,1.0,100,50.0,43.2,71.2,5.9,0.3,0.0,0.0,0.0,,,,,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.701519,-73.986818,302.0,21.0,10.146433731146518,0.0,3.912023005428146,13.30618381032202,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1975,1.0,100,50.0,27.2,45.7,8.5,,0.0,0.0,0.0,80.0,90.0,1.4245,0.0,85.0,1.4245,1952.6,1952.6,7.0,7.0,0.0,0.0,0.0,0.0,0.0,40.738741,-73.985021,106.0,68.0,10.996584660516127,0.0,3.912023005428146,,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1912,1.0,100,50.0,94.8,123.5,18.3,0.4,0.0,0.0,0.0,,,,,,,3716.0,3716.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,40.718362,-73.996793,102.0,41.0,11.099287046172902,0.0,3.912023005428146,14.967283794202785,3.1354942159291497,3.1354942159291497,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2003,1.0,100,50.0,86.2,94.1,7.9,0.7,0.0,0.0,0.0,100.0,100.0,0.72821,0.0,54.0,0.72821,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.807247,-73.954157,110.0,257.0,11.21389929081779,0.0,3.912023005428146,15.292804503425037,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1974,1.0,100,50.0,17.9,28.1,5.2,0.0,0.0,0.0,0.0,,,,,,,107.0,107.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.658285,-73.764714,413.0,320.0,10.682170021202337,0.0,3.912023005428146,9.230142999272362,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1962,7.0,100,50.0,116.6,98.7,6.1,1.1,0.0,0.0,0.0,100.0,90.0,0.88442,0.88442,0.0,0.0,,,14.0,6.0,8.0,0.0,0.0,0.0,0.0,40.690026,-73.96022,303.0,233.0,13.81049801614073,1.9459101490553132,3.912023005428146,18.374869170075247,2.6390573296152584,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2001,1.0,100,50.0,92.5,111.2,7.9,0.8,0.0,0.0,0.0,100.0,100.0,1.75804,0.0,54.0,1.75804,3644.0,3644.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.8439,-73.892407,206.0,36901.0,10.332538970450434,0.0,3.912023005428146,14.540784115509231,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1925,1.0,100,50.0,20.3,50.7,4.1,0.1,0.0,0.0,0.0,0.0,100.0,1.09804,0.0,10.0,0.39216,3469.8,3469.8,6.0,6.0,0.0,0.0,,,,40.843217,-73.924691,204.0,201.0,10.146433731146518,0.0,3.912023005428146,11.925035115797062,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1925,1.0,100,50.0,91.8,99.7,3.3,0.8,0.0,0.0,0.0,90.0,100.0,1.19552,0.0,107.0,1.19552,,,7.0,7.0,0.0,0.0,,,,40.643341,-74.077192,501.0,3.0,11.402005077384885,0.0,3.912023005428146,15.741815532514037,1.9459101490553132,1.9459101490553132,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2014,1.0,100,50.0,88.4,87.8,14.5,0.4,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.745867,-73.99205,105.0,95.0,11.994993525417021,0.0,3.912023005428146,15.65182831307486,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1992,1.0,100,50.0,95.6,83.8,23.3,75.8,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,,,,40.898156,-73.913889,208.0,309.0,10.429546556942707,0.0,3.912023005428146,14.711108707449666,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2021,1.0,100,50.0,28.0,41.0,6.7,0.1,0.0,0.0,0.0,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.739081,-73.961663,402.0,101.0,11.29849385425804,0.0,3.912023005428146,12.905201897767666,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1916,1.0,100,50.0,54.4,87.9,6.5,0.3,0.0,0.0,0.0,,,,,,,,,2.0,2.0,0.0,0.0,,,,40.865593,-73.894758,207.0,401.0,11.218285911950948,0.0,3.912023005428146,14.68462577941376,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1900,1.0,95,50.0,63.1,80.3,3.0,0.6,0.0,0.0,0.0,0.0,90.0,0.83716,0.0,82.0,0.83716,3032.5,3032.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.674087,-73.945831,308.0,341.0,11.492212423372687,0.0,3.912023005428146,15.464053811511942,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1966,1.0,100,50.0,43.5,64.7,5.3,0.0,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.711549,-73.986542,103.0,201.0,11.50992095594993,0.0,3.912023005428146,10.85707406915398,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1928,1.0,100,50.0,116.8,88.2,3.6,1.1,0.0,0.0,0.0,100.0,100.0,1.20001,0.0,0.0,0.0,4468.1,4468.1,4.0,4.0,0.0,0.0,,,,40.661017,-73.94769,309.0,806.0,10.722892864566573,0.0,3.912023005428146,15.36966824929673,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1900,1.0,100,50.0,34.7,51.8,0.7,0.0,0.0,0.0,0.0,,,,,,,64.6,64.6,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.669001,-73.98066,306.0,153.0,10.244414139506722,0.0,3.912023005428146,9.495519314209846,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,1930,1.0,100,50.0,75.8,85.4,3.5,0.7,0.0,0.0,0.0,100.0,100.0,0.93074,0.0,78.0,0.93074,7682.6,7682.6,10.0,10.0,0.0,0.0,0.0,0.0,0.0,40.834637,-73.924299,204.0,199.0,11.336236018027902,0.0,3.912023005428146,15.494824583712399,2.302585092994046,2.302585092994046,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2010,1.0,80,50.0,73.2,73.2,14.4,0.3,0.0,0.0,0.0,,,,,,,3862.2,3862.2,2.0,2.0,0.0,0.0,,,,40.764251,-73.994679,104.0,12902.0,10.259061891030827,0.0,3.912023005428146,13.464675670507225,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1925,1.0,100,50.0,79.6,95.6,5.7,0.0,0.0,0.0,0.0,100.0,100.0,1.0539,0.0,43.0,1.0539,195.8,195.8,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.819376,-73.901378,202.0,85.0,10.616461869895815,0.0,3.912023005428146,11.544065540611598,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2003,1.0,100,50.0,56.3,51.9,9.9,0.3,0.0,0.0,0.0,100.0,100.0,0.78909,0.0,64.0,0.39149,6448.1,6448.1,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.800159,-73.94684,110.0,190.0,12.004445937678213,0.0,3.912023005428146,15.234751882785687,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1926,1.0,100,50.0,100.9,92.9,5.9,0.9,0.0,0.0,0.0,90.0,100.0,0.94393,0.0,50.0,0.94393,9007.1,9007.1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.86309,-73.92294,112.0,291.0,10.877480994538573,0.0,3.912023005428146,15.269554895163187,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1960,1.0,100,50.0,72.2,102.6,4.4,0.6,0.0,0.0,0.0,90.0,90.0,1.08607,0.0,20.0,1.08607,566.3,566.3,9.0,9.0,0.0,0.0,,,,40.761326,-73.831748,407.0,869.0,9.820920828879165,0.0,3.912023005428146,14.133746083459512,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1910,1.0,95,50.0,58.2,70.3,9.3,0.0,0.0,0.0,0.0,,,,,,,216.2,216.2,5.0,4.0,1.0,0.0,,,,40.720069,-74.001302,102.0,45.0,10.759284903981321,0.0,3.912023005428146,11.340950200230418,1.6094379124341003,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1935,1.0,100,50.0,84.4,91.8,12.9,73.6,0.0,0.0,0.0,100.0,100.0,1.04938,0.0,68.0,1.04938,4425.5,4425.5,8.0,8.0,0.0,0.0,,,,40.848305,-73.908477,205.0,23301.0,11.079060882340366,0.0,3.912023005428146,15.344497302649712,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1909,1.0,100,50.0,48.6,131.2,0.6,0.5,0.0,0.0,0.0,,,,,,,3611.6,3611.6,9.0,9.0,0.0,0.0,0.0,0.0,0.0,40.808785,-73.957569,109.0,20701.0,10.997589685726352,0.0,3.912023005428146,14.840573144258112,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2007,1.0,100,50.0,108.5,110.1,6.2,0.9,0.0,0.0,0.0,90.0,100.0,1.58519,0.0,31.0,1.58519,2044.7,2044.7,5.0,5.0,0.0,0.0,,,,40.650511,-74.007211,307.0,82.0,9.881037423698537,0.0,3.912023005428146,14.487689432088024,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1964,1.0,100,50.0,93.9,88.4,6.7,0.7,0.0,0.0,0.0,,,,,,,1814.0,1814.0,2.0,2.0,0.0,0.0,,,,40.797577,-73.94128,111.0,182.0,11.60185167416463,0.0,3.912023005428146,15.864866507923349,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1991,1.0,100,50.0,87.5,74.9,5.2,0.7,0.0,0.0,0.0,90.0,100.0,1.52847,1.52847,0.0,0.0,1843.9,1843.9,7.0,7.0,0.0,0.0,,,,40.712924,-73.995527,103.0,8.0,9.949225444209981,0.0,3.912023005428146,14.684751610146769,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2015,1.0,100,50.0,75.9,96.6,14.6,0.3,0.0,0.0,0.0,,,,,,,,,13.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,12.239091474387346,0.0,3.912023005428146,15.48259456197087,2.5649493574615367,2.5649493574615367,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1925,1.0,100,50.0,12.3,67.6,3.1,0.0,0.0,0.0,0.0,,,,,,,1057.7,1057.7,6.0,6.0,0.0,0.0,,,,40.804676,-73.963897,109.0,199.0,10.22317688362289,0.0,3.912023005428146,10.776870783399007,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2008,2.0,100,50.0,22.5,45.5,5.7,0.0,0.0,0.0,0.0,90.0,100.0,1.00554,0.0,89.0,1.00554,,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,40.809937,-73.936866,111.0,206.0,11.390870818962922,0.6931471805599453,3.912023005428146,12.52283767887362,2.995732273553991,2.995732273553991,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1928,1.0,100,50.0,67.1,77.3,3.2,0.6,0.0,0.0,0.0,100.0,100.0,0.94118,0.0,64.0,0.31373,13946.7,13946.7,12.0,12.0,0.0,0.0,0.0,0.0,0.0,40.663537,-73.942764,309.0,329.0,12.225875272826354,0.0,3.912023005428146,16.254565214179046,2.4849066497880004,2.4849066497880004,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2018,1.0,100,50.0,31.2,49.9,6.5,0.1,0.0,0.0,0.0,100.0,100.0,1.06916,0.0,84.0,1.06916,,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,40.840734,-73.891614,206.0,367.0,11.271694314857363,0.0,3.912023005428146,13.628773667916905,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1968,1.0,100,50.0,46.1,84.1,5.7,0.3,0.0,0.0,0.0,,,,,,,851.3,851.3,10.0,4.0,6.0,0.0,,,,40.672027,-73.99748,306.0,11902.0,11.124686137527133,0.0,3.912023005428146,14.909545687403016,2.302585092994046,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
