Calendar Year,Year Built,Number of Buildings,Occupancy,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Natural Gas - Weather Normalized Site Natural Gas Intensity (therms/ft²),Green Power - Offsite (kWh),Green Power - Onsite and Offsite (kWh),Percent of Electricity that is Green Power,Multifamily Housing - Percent That Can Be Cooled,Multifamily Housing - Percent That Can Be Heated,"Multifamily Housing - Total Number of Residential Living Units Density (Number per 1,000 sq ft)","Multifamily Housing - Number of Residential Living Units in a High-Rise Building Density (Number per 1,000 sq ft)",Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building (5-9 Stories),"Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building Density (Number per 1,000 sq ft)",Water Use (All Water Sources) (kgal),Indoor Water Use (All Water Sources) (kgal),Number of Active Energy Meters - Total,Number of Active Energy Meters - Used to Compute Metrics,Number of Active Energy Meters - Not Used to Compute Metrics,Number of Active IT Meters,Aggregate Meter(s)-Electric – Number of Individual Meters Included,Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Latitude,Longitude,Community Board,Census Tract (2020),log_Largest Property Use Type - Gross Floor Area (ft²),log_Number of Buildings,log_National Median ENERGY STAR Score,log_Natural Gas Use (kBtu),log_Number of Active Energy Meters - Total,log_Number of Active Energy Meters - Used to Compute Metrics,log_Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,log_Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Borough_STATEN IS,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_Bar/Nightclub,Largest Property Use Type_Bowling Alley,Largest Property Use Type_College/University,Largest Property Use Type_Convention Center,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Fast Food Restaurant,Largest Property Use Type_Financial Office,Largest Property Use Type_Fire Station,Largest Property Use Type_Fitness Center/Health Club/Gym,Largest Property Use Type_Food Sales,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_Ice/Curling Rink,Largest Property Use Type_Indoor Arena,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Lifestyle Center,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Restaurant/Bar,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Other - Utility,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,"Largest Property Use Type_Personal Services (Health/Beauty, Dry Cleaning, etc.)",Largest Property Use Type_Police Station,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Prison/Incarceration,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Living Community,Largest Property Use Type_Single-Family Home,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Stadium (Open),Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Transportation Terminal/Station,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Vehicle Dealership,Largest Property Use Type_Vehicle Repair Services,Largest Property Use Type_Veterinary Office,Largest Property Use Type_Vocational School,Largest Property Use Type_Wastewater Treatment Plant,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Largest Property Use Type_Zoo
2023,1982,1.0,80,50.0,97.9,83.2,6.3,0.9,0.0,0.0,0.0,100.0,100.0,1.29798,0.0,14.0,0.51919,,,23.0,23.0,0.0,0.0,0.0,0.0,0.0,40.717209,-73.994344,103.0,16.0,10.202295007771328,0.0,3.912023005428146,14.53929799461864,3.1354942159291497,3.1354942159291497,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1986,1.0,100,50.0,48.9,70.5,3.8,0.4,0.0,0.0,0.0,100.0,100.0,0.53387,0.53387,0.0,0.0,3794.1,3794.1,7.0,7.0,0.0,0.0,0.0,0.0,0.0,40.755534,-73.827886,407.0,853.0,11.406564448978818,0.0,3.912023005428146,14.983947372199193,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1967,1.0,100,50.0,50.3,74.0,2.8,0.5,0.0,0.0,0.0,100.0,100.0,0.62115,0.62115,0.0,0.0,3992.4,3992.4,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.887689,-73.908741,208.0,295.0,11.727738412964113,0.0,3.912023005428146,15.433723477165339,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1969,1.0,100,50.0,72.6,89.1,5.1,0.0,0.0,0.0,0.0,,,,,,,670.8,670.8,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.589268,-73.981738,313.0,308.0,12.731983906714206,0.0,3.912023005428146,11.86920032888762,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1955,1.0,100,50.0,127.3,99.9,3.2,1.3,0.0,0.0,0.0,100.0,100.0,1.47265,0.0,21.0,0.50698,1019.8,1019.8,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.674528,-73.973589,306.0,159.0,10.631567419636097,0.0,3.912023005428146,15.38840290225182,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1980,1.0,90,50.0,124.5,59.8,17.7,0.1,0.0,0.0,0.0,100.0,100.0,0.86926,0.86926,0.0,0.0,,,22.0,22.0,0.0,0.0,0.0,0.0,0.0,40.761104,-73.957726,108.0,10602.0,12.553202176625375,0.0,3.912023005428146,14.318689077014225,3.091042453358316,3.091042453358316,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1929,1.0,100,50.0,121.9,101.5,8.4,0.0,0.0,0.0,0.0,100.0,100.0,1.56878,1.56878,0.0,0.0,4055.9,4055.9,6.0,6.0,0.0,0.0,,,,40.733022,-74.001916,102.0,71.0,10.774948268492489,0.0,3.912023005428146,11.35392973347977,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2019,1.0,65,50.0,63.4,76.4,6.7,0.4,0.0,0.0,0.0,100.0,100.0,0.94746,0.0,46.0,0.94746,2062.4,2062.4,7.0,7.0,0.0,0.0,,,,40.88387,-73.915025,208.0,297.0,10.790370070829697,0.0,3.912023005428146,14.492172653095444,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1921,1.0,100,50.0,79.8,92.5,3.4,0.8,0.0,0.0,0.0,100.0,100.0,1.06542,0.0,64.0,1.06542,,,22.0,22.0,0.0,0.0,0.0,0.0,0.0,40.757951,-73.82304,407.0,857.0,11.003265827844206,0.0,3.912023005428146,15.22354287829916,3.091042453358316,3.091042453358316,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1990,1.0,70,50.0,54.5,72.4,12.1,0.2,0.0,0.0,0.0,,,,,,,7858.3,7858.3,11.0,11.0,0.0,0.0,0.0,0.0,0.0,40.757847,-73.985009,105.0,119.0,13.630561953500315,0.0,3.912023005428146,16.395861143762353,2.3978952727983707,2.3978952727983707,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1925,1.0,100,50.0,31.2,56.4,5.1,0.2,0.0,0.0,0.0,100.0,100.0,1.0,0.0,39.0,1.0,1646.1,1646.1,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.7627,-73.990939,104.0,127.0,10.571316925111784,0.0,3.912023005428146,13.21786444807874,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2014,1.0,100,50.0,43.0,73.9,5.0,0.3,0.0,0.0,0.0,100.0,100.0,0.96978,0.0,24.0,0.96978,1184.2,,6.0,5.0,1.0,0.0,,,,,,,,10.116499956650879,0.0,3.912023005428146,13.547205793615117,1.791759469228055,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1906,1.0,100,50.0,65.9,79.2,6.6,0.4,0.0,0.0,0.0,100.0,100.0,1.05816,1.05816,0.0,0.0,4805.7,4805.7,9.0,9.0,0.0,0.0,,,,,,,,11.756498897795947,0.0,3.912023005428146,15.583267524754492,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1900,1.0,100,50.0,42.7,62.0,8.9,0.2,0.0,0.0,0.0,100.0,100.0,1.0062,0.0,25.0,1.0062,665.8,665.8,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.69151,-73.991501,302.0,9.0,10.120452052773622,0.0,3.912023005428146,12.987688474077727,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1920,1.0,100,50.0,125.3,53.8,17.3,0.7,0.0,0.0,0.0,,,,,,,,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,40.717138,-73.997551,102.0,41.0,10.645424897265505,0.0,3.912023005428146,14.852047068230702,2.4849066497880004,2.4849066497880004,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2001,1.0,100,50.0,51.9,58.5,8.5,0.3,0.0,0.0,0.0,,,,,,,801.0,801.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.767305,-73.923246,401.0,73.0,11.710907093585304,0.0,3.912023005428146,14.84648616225069,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1909,1.0,100,50.0,102.0,87.8,4.2,0.9,0.0,0.0,0.0,0.0,90.0,1.02041,0.0,12.0,0.34985,4217.5,4217.5,6.0,6.0,0.0,0.0,,,,40.824162,-73.952978,109.0,225.0,10.442900633154032,0.0,3.912023005428146,14.913022341298467,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2007,1.0,100,50.0,70.5,85.0,9.0,0.5,0.0,0.0,0.0,100.0,100.0,0.6524,0.6524,0.0,0.0,6570.3,6570.3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.689201,-73.988739,302.0,43.0,11.246874412644742,0.0,3.912023005428146,15.555327364115826,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1962,1.0,80,50.0,66.2,94.5,9.5,,0.0,0.0,0.0,,,,,,,10709.1,10709.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.705351,-74.011502,101.0,9.0,13.88523529490569,0.0,3.912023005428146,,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1961,1.0,80,50.0,70.8,86.3,4.1,0.6,0.0,0.0,0.0,100.0,100.0,0.91026,0.0,71.0,0.91026,3866.7,3866.7,7.0,7.0,0.0,0.0,0.0,0.0,0.0,40.611852,-73.959802,314.0,542.0,11.26446410567173,0.0,3.912023005428146,15.30812247663127,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1931,1.0,100,50.0,49.8,59.3,6.6,0.3,0.0,0.0,0.0,,,,,,,313.3,313.3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.70848,-73.800065,412.0,44602.0,10.943057300570455,0.0,3.912023005428146,14.250275599858979,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1927,1.0,100,50.0,91.1,97.2,3.7,0.8,0.0,0.0,0.0,0.0,90.0,1.07724,0.0,53.0,1.07724,4081.4,4081.4,5.0,5.0,0.0,0.0,,,,40.638896,-73.957847,314.0,51601.0,10.803648902480399,0.0,3.912023005428146,15.159340926180443,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1928,1.0,100,50.0,215.3,82.5,26.7,1.4,0.0,0.0,0.0,,,,,,,1731.9,1731.9,9.0,9.0,0.0,0.0,0.0,0.0,0.0,40.839694,-73.918063,204.0,22101.0,10.219757081839822,0.0,3.912023005428146,15.034115912446149,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1959,1.0,100,50.0,98.3,91.9,4.9,0.9,0.0,0.0,0.0,0.0,100.0,1.11453,0.0,58.0,1.11453,4591.4,4591.4,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.754921,-73.873648,403.0,27302.0,10.859767932626442,0.0,3.912023005428146,15.258303487496216,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1961,1.0,100,50.0,48.6,70.7,4.6,0.4,0.0,0.0,0.0,100.0,100.0,1.07133,1.07133,0.0,0.0,,,9.0,9.0,0.0,0.0,0.0,0.0,0.0,40.792841,-73.964709,107.0,185.0,12.864721544682522,0.0,3.912023005428146,16.3676134440341,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1999,1.0,100,50.0,60.8,63.7,6.0,0.5,0.0,0.0,0.0,90.0,100.0,0.6475,0.0,25.0,0.6475,1125.1,1125.1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,40.768754,-73.826701,407.0,88902.0,10.561266589258283,0.0,3.912023005428146,14.256647139401188,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1997,1.0,60,50.0,92.6,45.9,9.1,0.6,0.0,0.0,0.0,,,,,,,929.9,929.9,5.0,3.0,2.0,0.0,,,,40.695127,-73.782002,412.0,434.0,11.449239913284096,0.0,3.912023005428146,15.560160966675987,1.6094379124341003,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023,1931,1.0,100,50.0,58.2,78.5,3.7,0.5,0.0,0.0,0.0,0.0,90.0,1.07143,0.0,60.0,1.07143,3022.1,3022.1,13.0,13.0,0.0,0.0,0.0,0.0,0.0,40.769026,-73.915247,401.0,6501.0,10.933106969717286,0.0,3.912023005428146,14.750650129090037,2.5649493574615367,2.5649493574615367,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1935,1.0,100,50.0,135.6,106.6,9.5,0.3,0.0,0.0,0.0,90.0,100.0,0.94515,0.0,67.0,0.94515,,,15.0,15.0,0.0,0.0,,,,40.744832,-73.920251,402.0,183.0,11.168856445727139,0.0,3.912023005428146,14.64323233682044,2.70805020110221,2.70805020110221,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1923,1.0,100,50.0,91.7,105.1,4.2,0.0,0.0,0.0,0.0,100.0,100.0,0.99612,0.0,59.0,0.99612,5288.7,5288.7,9.0,9.0,0.0,0.0,,,,40.852228,-73.902414,205.0,381.0,10.98918344927101,0.0,3.912023005428146,12.583823915070822,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1910,1.0,100,50.0,84.1,95.4,5.4,0.7,0.0,0.0,0.0,100.0,100.0,1.2342,0.0,37.0,1.2342,,,5.0,5.0,0.0,0.0,,,,,,,,10.3082524155299,0.0,3.912023005428146,14.485798444378137,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2006,1.0,100,50.0,72.8,92.6,1.7,0.8,0.0,0.0,0.0,90.0,100.0,0.71109,0.71109,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.708959,-73.968479,301.0,547.0,11.59252191924137,0.0,3.912023005428146,15.797660994101301,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2005,1.0,100,50.0,24.5,55.2,6.6,0.0,0.0,0.0,0.0,100.0,100.0,1.42946,0.0,46.0,1.42946,,,4.0,4.0,0.0,0.0,,,,40.741636,-73.877737,404.0,471.0,10.379100420546374,0.0,3.912023005428146,10.832832703483993,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1941,1.0,100,50.0,13.7,47.1,3.2,0.0,0.0,0.0,0.0,100.0,100.0,0.83062,0.0,130.0,0.83062,4750.1,4750.1,5.0,5.0,0.0,0.0,,,,40.707307,-73.829908,409.0,136.0,11.960875184684548,0.0,3.912023005428146,12.92513120787462,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1931,1.0,100,50.0,80.5,82.8,3.8,0.7,0.0,0.0,0.0,0.0,90.0,0.79672,0.0,72.0,0.79672,955.0,955.0,8.0,8.0,0.0,0.0,,,,40.855865,-73.864777,211.0,22403.0,11.411667632896002,0.0,3.912023005428146,15.620367282468795,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1930,1.0,100,50.0,18.7,53.6,1.2,0.2,0.0,0.0,0.0,,,,,,,28.9,28.9,4.0,4.0,0.0,0.0,,,,40.636445,-73.978241,312.0,486.0,10.28789925144646,0.0,3.912023005428146,12.984479670040942,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1956,1.0,100,50.0,79.9,70.4,5.7,0.0,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.680724,-73.926597,303.0,381.0,11.600936342292941,0.0,3.912023005428146,10.573877745973457,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
