Calendar Year,Year Built,Number of Buildings,Occupancy,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Natural Gas - Weather Normalized Site Natural Gas Intensity (therms/ft²),Green Power - Offsite (kWh),Green Power - Onsite and Offsite (kWh),Percent of Electricity that is Green Power,Multifamily Housing - Percent That Can Be Cooled,Multifamily Housing - Percent That Can Be Heated,"Multifamily Housing - Total Number of Residential Living Units Density (Number per 1,000 sq ft)","Multifamily Housing - Number of Residential Living Units in a High-Rise Building Density (Number per 1,000 sq ft)",Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building (5-9 Stories),"Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building Density (Number per 1,000 sq ft)",Water Use (All Water Sources) (kgal),Indoor Water Use (All Water Sources) (kgal),Number of Active Energy Meters - Total,Number of Active Energy Meters - Used to Compute Metrics,Number of Active Energy Meters - Not Used to Compute Metrics,Number of Active IT Meters,Aggregate Meter(s)-Electric – Number of Individual Meters Included,Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Latitude,Longitude,Community Board,Census Tract (2020),log_Largest Property Use Type - Gross Floor Area (ft²),log_Number of Buildings,log_National Median ENERGY STAR Score,log_Natural Gas Use (kBtu),log_Number of Active Energy Meters - Total,log_Number of Active Energy Meters - Used to Compute Metrics,log_Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,log_Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Borough_STATEN IS,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_Bar/Nightclub,Largest Property Use Type_Bowling Alley,Largest Property Use Type_College/University,Largest Property Use Type_Convention Center,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Fast Food Restaurant,Largest Property Use Type_Financial Office,Largest Property Use Type_Fire Station,Largest Property Use Type_Fitness Center/Health Club/Gym,Largest Property Use Type_Food Sales,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_Ice/Curling Rink,Largest Property Use Type_Indoor Arena,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Lifestyle Center,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Restaurant/Bar,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Other - Utility,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,"Largest Property Use Type_Personal Services (Health/Beauty, Dry Cleaning, etc.)",Largest Property Use Type_Police Station,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Prison/Incarceration,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Living Community,Largest Property Use Type_Single-Family Home,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Stadium (Open),Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Transportation Terminal/Station,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Vehicle Dealership,Largest Property Use Type_Vehicle Repair Services,Largest Property Use Type_Veterinary Office,Largest Property Use Type_Vocational School,Largest Property Use Type_Wastewater Treatment Plant,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Largest Property Use Type_Zoo,ENERGY STAR Score
2022,1950,1.0,100,50.0,56.7,73.7,4.9,0.4,0.0,0.0,0.0,,,,,,,522.9,522.9,6.0,6.0,0.0,0.0,,,,40.753255,-73.990121,105.0,109.0,10.832516803858471,0.0,3.912023005428146,14.55190882840208,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1918,1.0,100,50.0,39.9,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.900664,-73.899709,208.0,351.0,8.273846932784508,0.0,3.912023005428146,,0.0,0.0,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1998,1.0,95,50.0,97.0,63.4,10.5,,0.0,0.0,0.0,,,,,,,,,2.0,2.0,0.0,0.0,,,,40.783561,-73.945485,108.0,15601.0,10.454120255970487,0.0,3.912023005428146,14.56892860365849,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1954,1.0,100,50.0,147.5,87.6,,0.4,,,,,,,,,,,,2.0,2.0,0.0,0.0,,,,40.895485,-73.896653,226.0,43503.0,7.727535110475448,0.0,3.912023005428146,11.245281286254954,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1920,1.0,100,50.0,35.0,41.8,10.6,0.0,0.0,0.0,0.0,,,,,,,338.9,338.9,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.747871,-73.994832,105.0,95.0,10.17450656409137,0.0,3.912023005428146,9.54652685348758,1.791759469228055,1.791759469228055,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1928,1.0,0,50.0,71.0,53.6,13.3,0.3,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.757436,-73.990254,104.0,12101.0,11.035711906538346,0.0,3.912023005428146,14.275568012598205,1.6094379124341003,1.6094379124341003,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1929,1.0,65,50.0,58.7,,1.9,0.6,0.0,0.0,0.0,,,,,,,149.3,149.3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.661565,-73.899842,305.0,1132.0,10.167696268802267,0.0,3.912023005428146,14.125198710678669,1.6094379124341003,1.6094379124341003,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1940,1.0,100,50.0,47.8,42.8,13.4,0.0,0.0,0.0,0.0,,,,,,,155.2,155.2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.769532,-73.98957,104.0,13502.0,10.501307053138621,0.0,3.912023005428146,11.569315250157509,1.3862943611198906,1.3862943611198906,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1960,0.0,100,50.0,63.5,42.7,11.5,,0.0,0.0,0.0,,,,,,,,,20.0,20.0,0.0,0.0,,,,40.855351,-73.801579,228.0,504.0,11.82121866132612,-inf,3.912023005428146,,2.995732273553991,2.995732273553991,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1939,1.0,100,50.0,88.8,47.0,19.3,0.1,0.0,0.0,0.0,,,,,,,2030.9,2030.9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.764091,-73.970684,108.0,11401.0,10.790596611046704,0.0,3.912023005428146,13.33425506323652,1.3862943611198906,1.3862943611198906,-inf,-inf,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1973,1.0,100,50.0,132.7,62.0,15.0,0.9,0.0,0.0,0.0,,,,,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.579571,-74.13169,502.0,279.0,12.128111104060462,0.0,3.912023005428146,16.520148276498613,1.3862943611198906,1.3862943611198906,-inf,-inf,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1940,1.0,100,50.0,36.1,,1.5,0.4,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.719058,-73.901393,405.0,521.0,10.491274217438248,0.0,3.912023005428146,13.92732023301628,1.0986122886681098,1.0986122886681098,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1923,1.0,100,50.0,88.5,78.1,6.7,0.7,0.0,0.0,0.0,0.0,90.0,0.82054,0.0,49.0,0.82054,,,16.0,16.0,0.0,0.0,,,,40.848784,-73.917831,205.0,21501.0,10.997372015964007,0.0,3.912023005428146,15.23509456858589,2.772588722239781,2.772588722239781,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1947,1.0,100,50.0,7.6,17.1,2.2,0.0,0.0,0.0,0.0,,,,,,,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.753125,-73.946503,402.0,1903.0,10.043249494911286,0.0,3.912023005428146,-inf,1.791759469228055,1.791759469228055,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,2016,1.0,100,50.0,10.1,20.8,2.1,0.0,0.0,0.0,0.0,,,,,,,24.0,24.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.814179,-73.95309,109.0,21303.0,11.334026045977533,0.0,3.912023005428146,12.40163942907415,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1951,1.0,100,50.0,140.5,83.7,7.1,1.5,0.0,0.0,0.0,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,6.104793232414985,0.0,3.912023005428146,10.870433375189227,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1982,1.0,100,50.0,159.0,65.6,11.4,1.6,0.0,0.0,0.0,,,,,,,717.0,717.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.586997,-74.168316,502.0,22802.0,11.289781913656018,0.0,3.912023005428146,16.078825982206734,1.3862943611198906,1.3862943611198906,-inf,-inf,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,
2023,1929,1.0,100,50.0,105.7,88.3,5.2,1.0,0.0,0.0,0.0,90.0,100.0,1.2392,1.2392,0.0,0.0,1579.1,1579.1,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.773969,-73.960606,108.0,140.0,10.330877218060085,0.0,3.912023005428146,14.840210106701663,2.0794415416798357,2.0794415416798357,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1961,2.0,80,50.0,81.5,69.2,8.0,0.2,0.0,0.0,0.0,,,,,,,728.4,728.4,9.0,9.0,0.0,0.0,0.0,0.0,0.0,40.771205,-73.922349,401.0,69.0,10.957799582307658,0.6931471805599453,3.912023005428146,14.052835476659467,2.1972245773362196,2.1972245773362196,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1960,1.0,100,50.0,25.4,40.0,7.4,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,9.251098364448351,0.0,3.912023005428146,,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1928,1.0,100,50.0,83.2,71.2,6.9,0.0,0.0,0.0,0.0,100.0,100.0,0.24176,0.24176,0.0,0.0,1019.8,1019.8,5.0,5.0,0.0,0.0,,,,40.775357,-73.964909,108.0,130.0,10.406986400915658,0.0,3.912023005428146,10.778956289890028,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,2013,1.0,100,50.0,24.1,42.2,7.1,,0.0,0.0,0.0,100.0,100.0,0.448,0.0,14.0,0.448,995.1,995.1,5.0,4.0,1.0,0.0,,,,40.713422,-73.958608,301.0,519.0,10.349774655164548,0.0,3.912023005428146,,1.6094379124341003,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1911,1.0,100,50.0,1.8,112.5,,0.0,,,,100.0,100.0,0.92136,0.92136,0.0,0.0,101.4,101.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.697834,-73.994363,302.0,501.0,9.985390068155763,0.0,3.912023005428146,10.749355820113736,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1969,2.0,100,50.0,125.2,67.9,12.1,0.0,0.0,0.0,0.0,100.0,100.0,0.62177,0.4653,38.0,0.15647,17840.4,17840.4,9.0,9.0,0.0,0.0,,,,40.763195,-73.956429,108.0,116.0,12.400223954077706,0.6931471805599453,3.912023005428146,12.950388112664518,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1920,1.0,90,50.0,86.8,78.5,6.4,0.7,0.0,0.0,0.0,90.0,90.0,0.94444,0.0,0.0,0.0,,,4.0,4.0,0.0,0.0,,,,40.672729,-73.970969,306.0,165.0,9.798127036878302,0.0,3.912023005428146,13.96160026383617,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1939,3.0,100,50.0,56.8,21.5,13.4,0.1,0.0,0.0,0.0,,,,,,,,,9.0,9.0,0.0,0.0,0.0,0.0,0.0,40.760943,-73.840626,407.0,38301.0,11.185323768517204,1.0986122886681098,3.912023005428146,13.829117561370492,2.1972245773362196,2.1972245773362196,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1925,1.0,0,50.0,73.0,42.8,17.8,0.2,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.779206,-73.94698,108.0,152.0,10.909637269778615,0.0,3.912023005428146,13.624904378255088,1.0986122886681098,1.0986122886681098,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1905,1.0,100,50.0,159.3,103.8,15.7,,0.0,0.0,0.0,,,,,,,1122.9,1122.9,3.0,3.0,0.0,0.0,,,,40.769514,-73.982122,107.0,145.0,11.205040685200927,0.0,3.912023005428146,,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1960,1.0,90,50.0,38.7,,6.4,0.2,0.0,0.0,0.0,,,,,,,480.8,480.8,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.710719,-73.936339,301.0,485.0,10.308952660644293,0.0,3.912023005428146,13.14020329553266,1.0986122886681098,1.0986122886681098,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1930,1.0,100,50.0,95.0,49.4,19.4,0.3,0.0,0.0,0.0,,,,,,,,,4.0,4.0,0.0,0.0,,,,40.721234,-73.847691,406.0,711.0,10.136383395293016,0.0,3.912023005428146,13.502715784697418,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1975,1.0,100,50.0,69.5,54.9,13.8,0.3,0.0,0.0,0.0,100.0,100.0,0.94368,0.0,124.0,0.94368,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.703236,-73.944263,301.0,491.0,11.786001385032646,0.0,3.912023005428146,15.033177369901981,1.0986122886681098,1.0986122886681098,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1959,1.0,100,50.0,47.1,45.0,12.5,0.0,0.0,0.0,0.0,100.0,100.0,1.2,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.609771,-73.750623,414.0,103201.0,11.002099841204238,0.0,3.912023005428146,12.55576778722371,1.0986122886681098,1.0986122886681098,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,2007,1.0,80,50.0,76.1,61.7,10.9,0.4,0.0,0.0,0.0,100.0,100.0,0.68555,0.0,19.0,0.68555,1775.1,1775.1,8.0,8.0,0.0,0.0,,,,40.810572,-73.943964,110.0,224.0,10.229729061853906,0.0,3.912023005428146,14.243389260909339,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,2008,1.0,100,50.0,56.0,59.7,8.7,0.3,0.0,0.0,0.0,100.0,100.0,0.28063,0.28063,0.0,0.0,603.7,603.7,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.748079,-74.005074,104.0,9901.0,10.576381004068805,0.0,3.912023005428146,13.847104181755421,1.6094379124341003,1.6094379124341003,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1973,1.0,85,50.0,160.2,115.3,25.1,0.8,0.0,0.0,0.0,,,,,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.578659,-74.167946,502.0,27702.0,11.29361206923637,0.0,3.912023005428146,15.605935720734596,1.3862943611198906,1.3862943611198906,-inf,-inf,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2023,1999,1.0,100,50.0,64.7,81.7,18.9,,0.0,0.0,0.0,,,,,,,680.0,680.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.722518,-73.93889,301.0,44901.0,10.775199241012317,0.0,3.912023005428146,,1.0986122886681098,1.0986122886681098,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2022,1958,1.0,100,50.0,150.8,100.0,9.8,1.2,0.0,0.0,0.0,,,,,,,24.2,24.2,3.0,3.0,0.0,0.0,,,,40.758859,-73.918772,401.0,157.0,9.6614159913364,0.0,3.912023005428146,14.427553371656611,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1959,1.0,100,50.0,188.1,64.5,55.1,,0.0,0.0,0.0,,,,,,,,,6.0,6.0,0.0,0.0,,,,40.747099,-73.994926,105.0,95.0,12.589060352321404,0.0,3.912023005428146,,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
