Calendar Year,Year Built,Number of Buildings,Occupancy,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Natural Gas - Weather Normalized Site Natural Gas Intensity (therms/ft²),Green Power - Offsite (kWh),Green Power - Onsite and Offsite (kWh),Percent of Electricity that is Green Power,Multifamily Housing - Percent That Can Be Cooled,Multifamily Housing - Percent That Can Be Heated,"Multifamily Housing - Total Number of Residential Living Units Density (Number per 1,000 sq ft)","Multifamily Housing - Number of Residential Living Units in a High-Rise Building Density (Number per 1,000 sq ft)",Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building (5-9 Stories),"Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building Density (Number per 1,000 sq ft)",Water Use (All Water Sources) (kgal),Indoor Water Use (All Water Sources) (kgal),Number of Active Energy Meters - Total,Number of Active Energy Meters - Used to Compute Metrics,Number of Active Energy Meters - Not Used to Compute Metrics,Number of Active IT Meters,Aggregate Meter(s)-Electric – Number of Individual Meters Included,Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Latitude,Longitude,Community Board,Census Tract (2020),log_Largest Property Use Type - Gross Floor Area (ft²),log_Number of Buildings,log_National Median ENERGY STAR Score,log_Natural Gas Use (kBtu),log_Number of Active Energy Meters - Total,log_Number of Active Energy Meters - Used to Compute Metrics,log_Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,log_Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Borough_STATEN IS,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_Bar/Nightclub,Largest Property Use Type_Bowling Alley,Largest Property Use Type_College/University,Largest Property Use Type_Convention Center,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Fast Food Restaurant,Largest Property Use Type_Financial Office,Largest Property Use Type_Fire Station,Largest Property Use Type_Fitness Center/Health Club/Gym,Largest Property Use Type_Food Sales,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_Ice/Curling Rink,Largest Property Use Type_Indoor Arena,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Lifestyle Center,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Restaurant/Bar,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Other - Utility,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,"Largest Property Use Type_Personal Services (Health/Beauty, Dry Cleaning, etc.)",Largest Property Use Type_Police Station,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Prison/Incarceration,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Living Community,Largest Property Use Type_Single-Family Home,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Stadium (Open),Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Transportation Terminal/Station,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Vehicle Dealership,Largest Property Use Type_Vehicle Repair Services,Largest Property Use Type_Veterinary Office,Largest Property Use Type_Vocational School,Largest Property Use Type_Wastewater Treatment Plant,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Largest Property Use Type_Zoo,ENERGY STAR Score
2022,1988,1.0,100,50.0,36.9,55.8,10.8,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,0.0,0.0,,,,40.790576,-73.881894,401.0,1.0,12.581078546153629,0.0,3.912023005428146,,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,2000,2.0,100,50.0,37.2,53.6,6.9,0.1,0.0,0.0,0.0,,,,,,,497.0,497.0,5.0,5.0,0.0,0.0,,,,40.804763,-73.937149,111.0,196.0,11.142875762083019,0.6931471805599453,3.912023005428146,14.130248302439481,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1895,1.0,100,50.0,37.5,43.8,10.4,0.0,0.0,0.0,0.0,90.0,100.0,0.20649,0.20649,0.0,0.0,,,4.0,4.0,0.0,0.0,,,,40.728682,-73.994011,102.0,57.0,10.787833437827631,0.0,3.912023005428146,11.646581849782901,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,2017,1.0,100,50.0,4.5,17.1,1.3,,0.0,0.0,0.0,,,,,,,17.0,17.0,1.0,1.0,0.0,0.0,,,,40.807522,-73.909166,201.0,33.0,10.470731316206917,0.0,3.912023005428146,,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1961,1.0,100,50.0,10.2,40.0,3.0,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,6.1463292576688975,0.0,3.912023005428146,,0.0,0.0,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1960,1.0,100,50.0,170.5,40.2,25.9,144.6,0.0,0.0,0.0,,,,,,,420.2,420.2,3.0,3.0,0.0,0.0,,,,40.784657,-73.852063,407.0,929.0,10.580759383937783,0.0,3.912023005428146,15.888984315289498,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1968,1.0,90,50.0,142.3,75.4,9.5,0.1,0.0,0.0,0.0,,,,,,,,,9.0,9.0,0.0,0.0,,,,40.854783,-73.927909,112.0,277.0,13.293669486309303,0.0,3.912023005428146,15.804699165389103,2.1972245773362196,2.1972245773362196,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1974,1.0,100,50.0,120.7,75.7,7.5,1.0,0.0,0.0,0.0,,,,,,,7561.6,7561.6,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.578174,-73.838326,414.0,93402.0,10.630190391624284,0.0,3.912023005428146,15.186707803980255,1.0986122886681098,1.0986122886681098,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1931,1.0,100,50.0,113.1,91.6,4.4,1.0,0.0,0.0,0.0,100.0,100.0,1.30293,0.0,0.0,0.0,,,7.0,4.0,3.0,0.0,,,,40.817788,-73.918148,201.0,67.0,8.722580021141189,0.0,3.912023005428146,13.303851253449706,1.9459101490553132,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,2005,1.0,100,50.0,68.6,91.0,10.8,0.3,0.0,0.0,0.0,,,,,,,1127.4,1127.4,4.0,4.0,0.0,0.0,,,,40.719281,-73.81136,408.0,77904.0,10.59398121563051,0.0,3.912023005428146,14.057750604969472,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1925,1.0,100,50.0,111.9,78.1,9.0,0.3,0.0,0.0,0.0,90.0,100.0,0.42745,0.0,0.0,0.0,420.0,420.0,7.0,7.0,0.0,0.0,,,,40.718941,-74.006522,101.0,33.0,10.155568353744936,0.0,3.912023005428146,13.733540995097023,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1931,1.0,100,50.0,4.8,17.1,1.4,,0.0,0.0,0.0,,,,,,,30.5,30.5,4.0,2.0,2.0,0.0,,,,40.691449,-73.866286,409.0,4.0,10.494048144320972,0.0,3.912023005428146,,1.3862943611198906,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1922,2.0,100,50.0,61.0,,7.9,0.1,0.0,0.0,0.0,,,,,,,2952.3,2952.3,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.742735,-73.932798,402.0,19901.0,12.874927133521075,0.6931471805599453,3.912023005428146,14.561120673615315,1.791759469228055,1.791759469228055,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1955,1.0,100,50.0,86.9,92.8,3.6,0.0,0.0,0.0,0.0,90.0,100.0,0.86076,0.0,68.0,0.86076,2517.9,2517.9,6.0,6.0,0.0,0.0,,,,40.721347,-73.838498,406.0,75702.0,11.27720313144916,0.0,3.912023005428146,12.294083522852887,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,2009,1.0,80,50.0,78.3,77.6,11.7,0.4,0.0,0.0,0.0,,,,,,,3245.0,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.680535,-73.983931,306.0,127.0,10.912722030053022,0.0,3.912023005428146,14.61890131262298,1.0986122886681098,1.0986122886681098,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1929,1.0,100,50.0,191.0,74.8,22.8,0.0,0.0,0.0,0.0,,,,,,,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,11.65202631930962,0.0,3.912023005428146,13.059223344592613,2.302585092994046,2.302585092994046,-inf,-inf,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1910,1.0,100,50.0,122.4,106.3,22.3,0.5,0.0,0.0,0.0,,,,,,,,,31.0,31.0,0.0,0.0,0.0,0.0,0.0,40.834157,-73.944822,112.0,241.0,10.16819522292803,0.0,3.912023005428146,14.577729406906615,3.4339872044851463,3.4339872044851463,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2022,1903,1.0,80,50.0,24.3,68.6,21.8,2.3,0.0,0.0,0.0,,,,,,,579.7,579.7,4.0,4.0,0.0,0.0,,,,40.690559,-73.968286,302.0,195.0,10.998760939938723,0.0,3.912023005428146,11.845102777308561,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1924,1.0,90,50.0,23.6,17.6,6.9,,0.0,0.0,0.0,,,,,,,1208.0,,9.0,9.0,0.0,0.0,0.0,0.0,0.0,40.725397,-74.005841,102.0,37.0,12.547486225011774,0.0,3.912023005428146,12.728409262869597,2.1972245773362196,2.1972245773362196,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,2006,1.0,100,50.0,4.7,20.4,1.0,0.0,0.0,0.0,0.0,,,,,,,303.0,303.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.751954,-73.932117,401.0,17102.0,12.410632586245347,0.0,3.912023005428146,12.610203530625201,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,2013,2.0,100,50.0,85.9,,25.2,,0.0,0.0,0.0,,,,,,,267.7,267.7,6.0,6.0,0.0,0.0,,,,40.713594,-73.92048,405.0,53901.0,10.30835248057226,0.6931471805599453,3.912023005428146,,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1951,1.0,100,50.0,99.8,87.4,4.4,,0.0,0.0,0.0,,,,,,,,,2.0,2.0,0.0,0.0,,,,40.698503,-73.989906,302.0,13.0,9.309099143999447,0.0,3.912023005428146,,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1950,1.0,100,50.0,88.2,89.2,4.1,0.7,0.0,0.0,0.0,0.0,90.0,0.53016,0.53016,0.0,0.0,36470.5,36470.5,5.0,5.0,0.0,0.0,,,,40.712862,-73.977798,103.0,202.0,13.820846297553793,0.0,3.912023005428146,18.064774077669902,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,2005,1.0,100,50.0,63.0,74.4,5.5,0.5,0.0,0.0,0.0,100.0,100.0,0.33812,0.33812,0.0,0.0,831.8,831.8,5.0,5.0,0.0,0.0,,,,40.758819,-73.964156,106.0,10802.0,10.631181076848657,0.0,3.912023005428146,14.40773181993426,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1894,1.0,100,50.0,77.2,61.2,11.1,0.4,0.0,0.0,0.0,100.0,100.0,0.50129,0.0,14.0,0.50129,,,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.721266,-74.000314,102.0,47.0,10.237385048784873,0.0,3.912023005428146,14.152436977143259,2.0794415416798357,2.0794415416798357,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,2015,1.0,100,50.0,58.4,64.3,7.9,0.3,0.0,0.0,0.0,100.0,100.0,0.49746,0.49746,0.0,0.0,7301.4,7301.4,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.748521,-73.994464,105.0,95.0,10.245053934794061,0.0,3.912023005428146,13.71435452440432,2.0794415416798357,2.0794415416798357,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,2005,1.0,100,50.0,48.4,48.4,6.7,0.3,0.0,0.0,0.0,,,,,,,846.6,846.6,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.613793,-73.981476,311.0,432.0,9.552581649917311,0.0,3.912023005428146,13.610329707024237,1.791759469228055,1.791759469228055,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1969,1.0,100,50.0,95.6,27.0,14.6,0.6,0.0,0.0,0.0,,,,,,,,,34.0,34.0,0.0,0.0,0.0,0.0,0.0,40.809208,-73.930559,201.0,51.0,10.868568448579715,0.0,3.912023005428146,14.997403077099477,3.5263605246161616,3.5263605246161616,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1950,1.0,100,50.0,62.9,64.7,8.2,0.4,0.0,0.0,0.0,90.0,100.0,0.40532,0.0,15.0,0.40532,714.4,714.4,6.0,6.0,0.0,0.0,,,,40.719012,-74.003398,101.0,33.0,10.51888938447122,0.0,3.912023005428146,14.07594989402218,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1904,1.0,100,50.0,62.4,44.0,10.3,0.3,0.0,0.0,0.0,100.0,100.0,0.15787,0.0,0.0,0.0,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,40.739952,-73.994962,104.0,87.0,10.726741518441289,0.0,3.912023005428146,15.119471157700191,2.302585092994046,2.302585092994046,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1920,2.0,100,50.0,119.3,77.0,9.8,0.5,0.0,0.0,0.0,90.0,90.0,0.39845,0.0,33.0,0.39845,,,13.0,13.0,0.0,0.0,,,,,,,,11.324424857099558,0.6931471805599453,3.912023005428146,15.40268237044357,2.5649493574615367,2.5649493574615367,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1920,3.0,55,50.0,189.3,40.6,54.1,0.0,0.0,0.0,0.0,,,,,,,4816.0,4816.0,4.0,4.0,0.0,0.0,,,,40.759455,-73.961557,108.0,10602.0,10.695914297187898,1.0986122886681098,3.912023005428146,12.60025197480466,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1929,1.0,100,50.0,61.1,71.0,8.2,0.4,0.0,0.0,0.0,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.58633,-73.815775,414.0,94202.0,9.389323027504624,0.0,3.912023005428146,12.982307891949615,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1924,1.0,100,50.0,16.2,43.7,4.4,0.0,0.0,0.0,0.0,90.0,100.0,0.29179,0.29179,0.0,0.0,1632.8,1632.8,11.0,11.0,0.0,0.0,,,,40.770948,-73.961308,108.0,128.0,11.274972798002311,0.0,3.912023005428146,11.209114010588564,2.3978952727983707,2.3978952727983707,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1964,1.0,95,50.0,104.2,50.4,19.8,0.4,0.0,0.0,0.0,,,,,,,2877.0,2877.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.781293,-73.805035,407.0,1029.0,10.757902880692196,0.0,3.912023005428146,14.438985529196703,2.0794415416798357,2.0794415416798357,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,2018,1.0,60,50.0,45.9,52.6,9.2,0.1,0.0,0.0,0.0,90.0,100.0,0.1739,0.0,7.0,0.1739,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.738141,-74.002735,102.0,77.0,10.602939814230668,0.0,3.912023005428146,13.277645987784984,1.791759469228055,1.791759469228055,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1931,1.0,100,50.0,63.3,34.6,22.8,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.633038,-74.125717,501.0,13302.0,9.392661928770137,0.0,3.912023005428146,,0.0,0.0,-inf,-inf,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,
2023,1969,1.0,100,50.0,52.4,73.8,12.0,0.1,0.0,0.0,0.0,,,,,,,171.9,171.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.739047,-73.794427,411.0,1417.0,10.645424897265505,0.0,3.912023005428146,12.999813749575804,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
